CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
4955843,7/31/15 7:24,8/17/15 12:59,8/17/15 12:59,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,Intersection of 4TH ST and SHIPLEY ST,6,South of Market,"(37.7815876821707, -122.400612901513)",Integrated Agency,
4959860,8/1/15 18:27,8/4/15 1:12,8/4/15 1:12,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Landscaping,Backfill tree basin,"1020 POST ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.787093415462, -122.418700411884)",Voice In,
4959457,8/1/15 14:32,8/21/15 12:40,8/21/15 12:40,Closed,Case Completed - resolved: full canopy also prvides shade for street. this is a desired effect for street trees. no pruning required.,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,Intersection of LEAVENWORTH ST and POST ST,3,Lower Nob Hill,"(37.7874539058543, -122.414995357328)",Voice In,
4959307,8/1/15 13:23,8/6/15 7:34,8/6/15 7:34,Closed,Case Completed - resolved: inspected for illegal pruning. will review to issue fine.,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"940 PAGE ST, SAN FRANCISCO, CA, 94117",5,Lower Haight,"(37.772437035268, -122.436268943887)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55bd2ad6df86263e9a75929c/report.jpg
4959228,8/1/15 12:46,8/5/15 12:00,8/5/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Letter created for empty basin.   BUF Action:Inspect. date completed - 8/5/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"800 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.802583847399, -122.4132485365)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55bd2219df86263e9a75926d/report.jpg
4958764,8/1/15 9:15,8/26/15 12:37,8/26/15 12:37,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"1640 FOLSOM ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.77048222503, -122.415410922508)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55bcf085df86263e9a758e69/report.jpg
4928067,7/21/15 16:10,8/1/15 11:42,8/1/15 11:42,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"217 VIRGINIA AVE, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.742229440497, -122.418923685076)",Integrated Agency,
4965082,8/3/15 20:04,8/7/15 12:00,8/7/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 8/7/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"1277 HOWARD ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.775199306253, -122.412642561317)",Open311,
4964661,8/3/15 16:47,,8/3/15 16:53,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Sewer damage tree roots,"2528 DIAMOND ST, SAN FRANCISCO, CA, 94131",8,Glen Park,"(37.738485843208, -122.434707337226)",Voice In,
4964569,8/3/15 16:30,,8/3/15 16:56,Open,accepted,DPW BUF Queue,Tree Maintenance,Tree Other,Other,"3468 CALIFORNIA ST, SAN FRANCISCO, CA, 94118",2,Presidio Heights,"(37.786832742615, -122.451415956454)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55bff98edf86263e9a75af6e/report.jpg
4964033,8/3/15 14:36,8/12/15 12:00,8/12/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Letter created for pruning and sidewalk maintenance.   BUF Action:Inspect. date completed - 8/12/2015. "".",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,"228 HESTER AVE, SAN FRANCISCO, CA, 94134",10,Little Hollywood,"(37.713030014912, -122.39849941222)",Voice In,
4963086,8/3/15 11:02,8/3/15 12:24,8/3/15 12:24,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Fallen tree,"2865 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110",9,Peralta Heights,"(37.748569726999, -122.407008206371)",Voice In,
4962912,8/3/15 10:22,8/25/15 9:31,8/25/15 9:31,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaging Property,Property damage,"2080 FELL ST, SAN FRANCISCO, CA, 94117",5,Panhandle,"(37.772337586532, -122.45203898545)",Voice In,
4962852,8/3/15 10:13,8/4/15 10:42,8/4/15 10:42,Closed,Case Completed - resolved: Request Letter Sent.   privately maintained but letter sent,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,"3060 PIERCE ST, SAN FRANCISCO, CA, 94123",2,Cow Hollow,"(37.798384280563, -122.438967094406)",Voice In,
4961580,8/2/15 21:32,11/19/15 3:24,11/19/15 3:24,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Overgrown Tree,Blocking street lights,"1250 ARGUELLO BLVD, SAN FRANCISCO, CA, 94122",5,Parnassus Heights,"(37.7653400919, -122.457703181482)",Voice In,
4961541,8/2/15 20:40,8/17/15 11:52,8/17/15 11:52,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Overgrown Tree,Pruning request,"1585 FOLSOM ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.771131600956, -122.414581104264)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55bee28ddf86263e9a75a073/report.jpg
4961288,8/2/15 17:22,8/25/15 12:00,8/25/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 8/25/2015. "".",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Blocking traffic signal,Intersection of 19TH AVE and ULLOA ST,4,Parkside,"(37.7411865536607, -122.475539691394)",Voice In,
4961090,8/2/15 15:29,8/18/15 8:18,8/18/15 8:18,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Shrubbery blocking visibility,Intersection of CLARENDON AVE and OLYMPIA WAY,7,Midtown Terrace,"(37.75148339432, -122.456448264491)",Web Self Service,
4960704,8/2/15 11:33,8/6/15 12:51,8/6/15 12:51,Closed,Case Completed - resolved: there was evidence of flooding before (washed out soil) but no water now. must be fixed,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"542 CASTRO ST, SAN FRANCISCO, CA, 94114",8,Castro,"(37.760199255732, -122.435299202259)",Open311,
4960580,8/2/15 10:25,8/25/15 12:00,8/25/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:empty.   BUF Action:Inspect. date completed - 8/25/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"326 JUDAH ST, SAN FRANCISCO, CA, 94122",5,Inner Sunset,"(37.76232086168, -122.465677711526)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55be528bdf86263e9a759890/photo_20150802_102452.jpg
4960575,8/2/15 10:23,8/25/15 1:33,8/25/15 1:33,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Blocking signs,Intersection of 20TH AVE and QUINTARA ST,4,Parkside,"(37.7485979888075, -122.477153763005)",Voice In,
4960566,8/2/15 10:21,8/25/15 12:00,8/25/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 8/25/2015. "".",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Blocking signs,Intersection of 20TH AVE and QUINTARA ST,4,Parkside,"(37.7485979888075, -122.477153763005)",Voice In,
4960561,8/2/15 10:19,8/12/15 2:15,8/12/15 2:15,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Blocking signs,Intersection of 17TH AVE and QUINTARA ST,7,Golden Gate Heights,"(37.748739397447, -122.47394572693)",Voice In,
4960554,8/2/15 10:14,8/4/15 12:00,8/4/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Letter created for pruning. .   BUF Action:Inspect. date completed - 8/4/2015. "".",DPW Ops Queue,Tree Maintenance,Damaging Property,Hitting window or building,"918 NEWHALL ST, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.738618283306, -122.389847258982)",Voice In,
4960503,8/2/15 9:29,8/26/15 10:31,8/26/15 10:31,Closed,"Case Completed - resolved: I inspected all of the trees near the cafe. I did not fine an overly damaged tree. The management at this facility is very proactive, & likely fixed the issue",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,Intersection of 18TH ST and ALABAMA ST,9,Mission,"(37.7616431024746, -122.412050162187)",Open311,
4968609,8/4/15 21:31,8/11/15 1:56,8/11/15 1:56,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Blocking signs,Intersection of 17TH AVE and SANTIAGO ST,7,Golden Gate Heights,"(37.7450114760395, -122.473684447423)",Voice In,
4968603,8/4/15 21:30,8/12/15 2:16,8/12/15 2:16,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Blocking signs,Intersection of 18TH AVE and QUINTARA ST,7,Golden Gate Heights,"(37.7486923315519, -122.475016920321)",Voice In,
4968552,8/4/15 20:57,8/5/15 12:00,8/5/15 12:00,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Damaged Tree,Fallen tree,"988 SUTTER ST, SAN FRANCISCO, CA, 94109",3,Lower Nob Hill,"(37.788428607496, -122.416540743713)",Voice In,
4968364,8/4/15 18:59,11/18/15 8:15,11/18/15 8:15,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes: some dieback in canopy needs removed ::  Closed By CMMS SO 480843from CMMS:  ::  Closed By CMMS SO 484577.   BUF Action:Prune. date completed - 11/18/2015. "".",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,"1355 SCOTT ST, SAN FRANCISCO, CA, 94115",5,Western Addition,"(37.782413759532, -122.437860703837)",Open311,
4967851,8/4/15 15:57,8/12/15 12:00,8/12/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Tree exists here. four trees here are not in conflict with secondary lines. Privately maintained. .   BUF Action:Inspect. date completed - 8/12/2015. "".",DPW Ops Queue,Tree Maintenance,Damaging Property,Property damage,"1303 LARKIN ST, SAN FRANCISCO, CA, 94109",3,Polk Gulch,"(37.790065000791, -122.41925032244)",Voice In,
4967765,8/4/15 15:26,8/21/15 1:04,8/21/15 1:04,Closed,Case Completed - resolved: communications lines are low voltage and do not require pruning.,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Near communication line,Intersection of MOUNT VERNON AVE and TARA ST,11,Oceanview,"(37.719024647178, -122.449996622397)",Voice In,
4967743,8/4/15 15:21,,8/4/15 15:23,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,"524 MORAGA ST, SAN FRANCISCO, CA, 94122",7,Golden Gate Heights,"(37.756590451587, -122.468423863482)",Voice In,
4967600,8/4/15 14:50,8/24/15 12:55,8/24/15 12:55,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Remove garden debris,"1764 QUESADA AVE, SAN FRANCISCO, CA, 94124",10,Silver Terrace,"(37.734149563673, -122.392607124067)",Voice In,
4967184,8/4/15 13:35,8/5/15 12:43,8/5/15 12:43,Closed,Case Completed - resolved: all trees here privately maintained they need to call us for pruning advise 554-6700,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,Intersection of GOLDEN GATE AVE and HYDE ST,6,Civic Center,"(37.7816543173929, -122.415505129216)",Voice In,
4967002,8/4/15 12:54,8/5/15 4:00,8/5/15 4:00,Closed,"Case Completed - resolved: Request Letter Sent.   job card signed off and was HOA THAT sold all units so don't know homeowner at this time, will look into it, will send letterrequesting replacement.",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"55 DOLORES ST, SAN FRANCISCO, CA, 94103",8,Mission Dolores,"(37.768313289123, -122.426490296615)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55c11854df86263e9a75bfe5/report.jpg
4966907,8/4/15 12:41,8/5/15 1:48,8/5/15 1:48,Closed,Case Completed - resolved: trees postedfor30days and willbesent to dpw crews for removal once posting period up.,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"196 DUBOCE AVE, SAN FRANCISCO, CA, 94103",8,Mint Hill,"(37.769793498442, -122.424518891199)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55c11548df86263e9a75bf94/report.jpg
4966899,8/4/15 12:39,8/5/15 6:14,8/5/15 6:14,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,Intersection of 18TH ST and SHOTWELL ST,9,Mission,"(37.7620339547501, -122.416078056817)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55c114fedf86263e9a75bf6f/photo_20150804_123924.jpg
4966751,8/4/15 12:06,8/5/15 9:56,8/5/15 9:56,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Fallen tree,"1285 WALLER ST, SAN FRANCISCO, CA, 94117",5,Buena Vista,"(37.769161502269, -122.444831377958)",Voice In,
4966580,8/4/15 11:28,8/25/15 2:13,8/25/15 2:13,Closed,Case Completed - resolved: Will post tree for 30 days then send to cmms soon after 2nd inspection,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"367 MONTEREY BLVD, SAN FRANCISCO, CA, 94131",7,Sunnyside,"(37.73139960835, -122.443531650971)",Integrated Agency,
4965750,8/4/15 8:07,8/14/15 11:18,8/14/15 11:18,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,About to fall,"100 NORTH POINT ST, SAN FRANCISCO, CA, 94133",3,Fisherman's Wharf,"(37.807197920262, -122.408953435821)",Voice In,
4971297,8/5/15 17:33,8/20/15 5:24,8/20/15 5:24,Closed,Case Completed - resolved: do not see issue. send photo. inspected frontage of Konko church. they have been issued letter about dead tree.,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"1909 BUSH ST, SAN FRANCISCO, CA, 94115",5,Japantown,"(37.787498890276, -122.428724407009)",Open311,
4971178,8/5/15 16:59,8/6/15 11:56,8/6/15 11:56,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Eco Blitz inspection. sent letter. crew backfilled.   BUF Action:Inspect. date completed - 8/6/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Other enter additional details below,Intersection of COLE ST and HAIGHT ST,5,Haight Ashbury,"(37.769525932985, -122.450710257811)",Voice In,
4970996,8/5/15 15:51,,8/6/15 7:10,Open,accepted,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,Intersection of 19TH ST and BRYANT ST,9,Mission,"(37.7604853238256, -122.4099973027)",Web Self Service,
4970941,8/5/15 15:27,8/7/15 11:12,8/7/15 11:12,Closed,Case Completed - resolved: already in queue for removal.,DPW Ops Queue,Tree Maintenance,Damaged Tree,Dead tree,Intersection of 29TH ST and DOLORES ST,8,Noe Valley,"(37.743838109851, -122.424384904295)",Voice In,
4970699,8/5/15 14:27,9/3/15 7:15,9/3/15 7:15,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Overgrown Tree,Near communication line,"436 PERSIA AVE, SAN FRANCISCO, CA, 94112",11,Excelsior,"(37.721239349062, -122.432286888482)",Web Self Service,
4970529,8/5/15 13:49,12/2/15 6:31,12/2/15 6:31,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Other,Intersection of SADOWA ST and SAN JOSE AVE,11,Oceanview,"(37.7123306536158, -122.454665383443)",Voice In,
4970470,8/5/15 13:36,,8/5/15 13:36,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Hitting window or building,"97 TINGLEY ST, SAN FRANCISCO, CA, 94112",11,Mission Terrace,"(37.729114908858, -122.433852403725)",Web Self Service,
4970301,8/5/15 13:01,,8/5/15 13:39,Open,accepted,DPW BSM Queue,Tree Maintenance,Landscaping,Other,"2060 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.764151755864, -122.415267583597)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55c26b8ddf86263e9a75cf5f/photo_20150805_130115.jpg
4969830,8/5/15 11:15,8/6/15 12:00,8/6/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:two made plants in raised planters affixed to sidewalk. need to send letter..   BUF Action:Inspect. date completed - 8/6/2015. "".",DPW Ops Queue,Tree Maintenance,Tree Other,Other,"544 ASHBURY ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,"(37.770374810642, -122.446712498881)",Voice In,
4969642,8/5/15 10:21,,8/5/15 10:24,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Sewer damage tree roots,"3526 18TH ST, SAN FRANCISCO, CA, 94110",8,Mission Dolores,"(37.761895364543, -122.422253593666)",Voice In,
4969479,8/5/15 9:38,8/8/15 1:57,8/8/15 1:57,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Fallen tree,"188 BEAUMONT AVE, SAN FRANCISCO, CA, 94118",1,Lone Mountain,"(37.77809539092, -122.454274408169)",Voice In,
4969231,8/5/15 8:36,8/18/15 12:44,8/18/15 12:44,Closed,Case Completed - resolved: beautiful tree-lined Street. all street lights have clearance. property owners needs to have lighting on the front of their properties if they want the street late at night.,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Blocking street lights,"28 CUMBERLAND ST, SAN FRANCISCO, CA, 94110",8,Mission Dolores,"(37.759226426306, -122.424269753895)",Voice In,
4969062,8/5/15 7:43,10/20/15 10:32,10/20/15 10:32,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Overgrown Tree,Pruning request,Intersection of 11TH ST and FOLSOM ST,6,South of Market,"(37.7718636151643, -122.414026570892)",Open311,
4968868,8/5/15 6:13,8/17/15 8:17,8/17/15 8:17,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Sprinkler system issues,"2074 36TH AVE, SAN FRANCISCO, CA, 94116",4,Outer Sunset,"(37.748339868993, -122.494172608826)",Voice In,
4973984,8/6/15 16:09,8/7/15 11:06,8/7/15 11:06,Closed,Case Completed - resolved: Request Letter Sent.   Privately maintained trees. Which 3 trees exactly?We can send letters to the property owners. sent letter to 161 Fairmount.,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Other enter additional details below,"131 FAIRMOUNT ST, SAN FRANCISCO, CA, 94131",8,Fairmount,"(37.738820669963, -122.426339777378)",Voice In,
4973235,8/6/15 13:08,8/7/15 9:36,8/7/15 9:36,Closed,Case Completed - resolved: there are no communication lines here communication lines are low voltage and do not require pruning. There is a guy wire here that is not an electrical conductor and does not require printing. The street name sign is visible and there is no requirement for the street name son to be 100% visible.,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Near communication line,"829 ARGUELLO BLVD, SAN FRANCISCO, CA, 94118",1,Inner Richmond,"(37.775179016399, -122.45882180423)",Voice In,
4972850,8/6/15 11:28,8/6/15 13:43,8/6/15 13:43,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,Intersection of 24TH ST and HOFFMAN AVE,8,Upper Market,"(37.7509021323256, -122.4406161091)",Integrated Agency,
4972742,8/6/15 10:23,8/17/15 8:13,8/17/15 8:13,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Sprinkler system issues,Intersection of 36TH AVE and QUINTARA ST,4,Outer Sunset,"(37.7478410269863, -122.494297065332)",Integrated Agency,
4972151,8/6/15 6:36,8/6/15 8:05,8/6/15 8:05,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,Intersection of 2ND ST and STEVENSON ST,6,Financial District,"(37.7888154041166, -122.400812427962)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55c362e4df86263e9a75dc6c/report.jpg
4985734,8/10/15 22:39,8/14/15 9:20,8/14/15 9:20,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Tree Other,Other,"1800 FOLSOM ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.767899373303, -122.415713852066)",Integrated Agency,
4985458,8/10/15 19:52,8/20/15 12:00,8/20/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Empty with raised edge..   BUF Action:Inspect. date completed - 8/20/2015. "".",DPW Ops Queue,Tree Maintenance,Tree Other,Other,"1596 FULTON ST, SAN FRANCISCO, CA, 94117",5,Western Addition,"(37.776383003924, -122.442999780769)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55c96354df86263e9a761544/report.jpg
4985448,8/10/15 19:48,8/20/15 4:18,8/20/15 4:18,Closed,Case Completed - resolved: owner has permit to plant tree and install sidewalk landscaping.,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"1532 HAYES ST, SAN FRANCISCO, CA, 94117",5,Panhandle,"(37.774607445659, -122.441672152132)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55c9628bdf86263e9a761538/report.jpg
4985346,8/10/15 18:40,8/12/15 12:00,8/12/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:tree was likely hit by a vehicle. I will review photos with coworkers to decide our next action.   BUF Action:Inspect. date completed - 8/12/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"1825 FOLSOM ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.76812570818, -122.415393565109)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55c9526bdf86263e9a7614b4/report.jpg
4985243,8/10/15 17:53,8/11/15 2:19,8/11/15 2:19,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"1074 PAGE ST, SAN FRANCISCO, CA, 94117",5,Buena Vista,"(37.772152748185, -122.43850070945)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55c9477bdf86263e9a761427/photo_20150810_175210.jpg
4985209,8/10/15 17:39,8/14/15 8:58,8/14/15 8:58,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Hanging limb,"1811 FOLSOM ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.768264655743, -122.415406732141)",Voice In,
4985117,8/10/15 17:14,9/1/15 12:54,9/1/15 12:54,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:tree located across street from 5727 Mission St. leaning heavily into sidewalkfrom CMMS: .   BUF Action:Stake. date completed - 9/1/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"5700 MISSION ST, SAN FRANCISCO, CA, 94112",11,Outer Mission,"(37.710119434895, -122.449720763984)",Voice In,
4985087,8/10/15 17:07,8/11/15 4:56,8/11/15 4:56,Closed,Case Completed - resolved: Completed,DPW Ops Queue,Tree Maintenance,Damaged Tree,Fallen tree,Intersection of BOCANA ST and EUGENIA AVE,9,Bernal Heights,"(37.7405636507075, -122.417770404735)",Voice In,
4985054,8/10/15 16:58,8/13/15 9:06,8/13/15 9:06,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Fallen tree,Intersection of 2ND AVE and LINCOLN WAY,5,Golden Gate Park,"(37.76625562844, -122.458946740479)",Voice In,
4984923,8/10/15 16:16,8/11/15 1:09,8/11/15 1:09,Closed,Case Completed - resolved: Completed,DPW Ops Queue,Tree Maintenance,Damaged Tree,Fallen tree,"2981 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.749641174327, -122.413627650906)",Voice In,
4984835,8/10/15 15:53,8/13/15 8:57,8/13/15 8:57,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Fallen tree,"1074 PAGE ST, SAN FRANCISCO, CA, 94117",5,Buena Vista,"(37.772152748185, -122.43850070945)",Voice In,
4984827,8/10/15 15:51,8/17/15 7:57,8/17/15 7:57,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Sprinkler system issues,Intersection of 36TH AVE and NORIEGA ST,4,Outer Sunset,"(37.7534373582981, -122.494691200916)",Voice In,
4984758,8/10/15 15:36,8/11/15 2:59,8/11/15 2:59,Closed,Case Completed - resolved: done,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"1911 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.766477151552, -122.419589683467)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55c92772df86263e9a76122b/photo_20150810_153554.jpg
4984698,8/10/15 15:18,8/20/15 5:35,8/20/15 5:35,Closed,Case Completed - resolved: Request Letter Sent.    Trees on south side won't have much canopy left if pruned.pictures did not load. sent letter . warning letter about topping trees ifo1801 Sutter.,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,Intersection of BUSH ST and OCTAVIA ST,5,Cathedral Hill,"(37.7878623803001, -122.426864580701)",Open311,
4984544,8/10/15 14:36,,8/10/15 14:39,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,Intersection of ARGUELLO BLVD and WASHINGTON ST,2,Presidio Terrace,"(37.788405108321, -122.459387743512)",Voice In,
4984496,8/10/15 14:23,8/20/15 12:00,8/20/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Tree needs clearance. marked expansion..   BUF Action:Inspect. date completed - 8/20/2015. "".",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,Intersection of PAGE ST and WEBSTER ST,5,Lower Haight,"(37.7732478074075, -122.428989880791)",Voice In,
4984013,8/10/15 12:50,8/21/15 12:36,8/21/15 12:36,Closed,Case Completed - resolved: Which of these 3 addresses is it? this system does not connect to seeclickfix,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,"50 NORTH POINT ST, SAN FRANCISCO, CA, 94133",3,Fisherman's Wharf,"(37.807304450204, -122.408106680413)",Open311,
4984011,8/10/15 12:49,8/17/15 6:23,8/17/15 6:23,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:private property tree - truck knocked off branches in street. limbs in parking lane. bill homeowner for removal. do not prune just pick up limbs  ::  Closed By CMMS SO 481152.   BUF Action:Prune. date completed - 8/17/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Other enter additional details below,"2195 GREEN ST, SAN FRANCISCO, CA, 94123",2,Pacific Heights,"(37.795976196942, -122.435023956839)",Voice In,
4984010,8/10/15 12:49,8/13/15 9:01,8/13/15 9:01,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,Intersection of BRODERICK ST and PAGE ST,5,Buena Vista,"(37.7719903151797, -122.438899036584)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55c9004bdf86263e9a760fb6/photo_20150810_124847.jpg
4983874,8/10/15 12:25,8/14/15 11:08,8/14/15 11:08,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,About to fall,Intersection of CERVANTES BLVD and MARINA BLVD,2,Marina,"(37.8057861450161, -122.44220964298)",Voice In,
