City,State,SizeRank,MarketHealthIndex,SellForGain,PrevForeclosed,ForeclosureRatio,ZHVI,MoM,YoY,ForecastYoYPctChange,StockOfREOs,NegativeEquity,Delinquency,DaysOnMarket
Fenton,MO,1082,7.814643188,85.19,9.3124,3.3086,195200,0.256805342,6.783369803,0.03130123,5.5,0.096969697,0.02,83
Germantown,TN,1089,8.598702502,86.21,3.112,2.0575,285600,0.316122234,1.061571125,0.03765056,23.8,0.067136552,0.005916243,98
New Berlin,WI,1090,8.886005561,90,1.2631,0.9027,232800,0.648508431,5.818181818,0.026421821,36.2,0.064056583,0.008049392,85
Lake Oswego,OR,1091,9.288229842,89.39,4.9697,6.3022,534100,0.735571482,11.87683284,0.045442801,26.5,0.051466917,0.025660351,88
Levittown,NY,1095,8.469879518,90,2.504,1.6485,358100,0.420639372,6.863622799,0.025512427,22.3,0.065843621,0.176339286,157
Rowlett,TX,1097,8.622798888,88.89,7.3836,4.9343,191800,0.366300366,14.16666667,0.059848801,37.7,0.042573533,0.022447818,60.5
Ankeny,IA,1102,7.857275255,83.33,2.7711,3.2696,194100,0.413864459,4.692556634,0.031689851,21.9,0.068842712,0.018692647,86
Teaneck,NJ,1108,1.027803522,86.49,5.2968,4.5103,346400,-0.287852619,-6.277056277,-0.008008083,40.2,0.112101911,0.122159091,187
Towson,MD,1109,5.691380908,68.75,7.3541,1.9688,331600,0.606796117,-0.42042042,0.005168878,23.3,0.1068824,0.031807781,108
Manassas,VA,1113,4.048192771,84.42,7.6681,2.2179,314500,0.159235669,3.829646748,0.011615262,11.1,0.141941144,0.0211915,94
Nicholasville,KY,1115,6.290083411,70,7.133,3.0365,136500,-0.073206442,9.550561798,0.044380952,23.1,0.087809524,0.034707158,118
Bothell,WA,1116,9.180722892,90.62,3.6605,3.165,431900,0.371833604,8.818342152,0.054501042,22,0.093880742,0.023664488,59
Manheim Township,PA,1117,5.548656163,79.31,7.2759,2.2605,203900,0.049067713,2.720403023,0.014065718,21.6,0.068214643,0.042345277,105
Owasso,OK,1119,7.892493049,94.74,5.5897,1.8734,154100,0.260247235,1.850627892,0.02834523,40.7,0.0875,0.02244898,102
Littleton,CO,1123,9.889712697,97.67,1.7472,0.6654,348700,0.605885747,14.36536569,0.050934901,24.2,0.037835249,0.006329114,60
Olympia,WA,1125,8.884151993,84.62,2.9819,3.3846,243200,1.038637308,8.088888889,0.03609375,31.3,0.108025732,0.033962524,83
Beaumont,CA,1126,2.923076923,84.62,12.0009,4.7579,270000,0.371747212,5.386416862,0.05862963,56.8,0.163816734,0.04940239,77
Moorhead,MN,1131,8.840593142,100,4.7246,1.2082,177400,0.282645562,8.90116636,0.013139797,82.2,0.045538877,0.007407407,96.5
Middle River,MD,1132,0.160333642,87.5,21.7675,4.9739,183800,-0.32537961,-4.070981211,-0.003286181,54.7,0.236683239,0.067516879,117
Chesterfield,VA,1133,3.613531047,70.27,10.8961,1.7238,221300,0.090456807,3.218283582,0.023714415,28.9,0.135450649,0.031081693,97
Euclid,OH,1140,0.546802595,63.64,20.1869,9.2895,68700,0.291970803,2.232142857,0.028326055,108.9,0.393120649,0.074416164,123.5
Perinton,NY,1141,7.39944393,80.39,3.721,1.8064,191400,0.367068694,3.739837398,0.024310345,11.9,0.037245773,0.032894737,85
Bonney Lake,WA,1145,7.185356812,82.5,9.7864,4.0667,311100,0.67961165,9.081346424,0.054358727,79.2,0.118772137,0.036779324,98
Ramona,CA,1148,6.743280816,88.89,4.3048,2.4334,456000,0.640035312,4.875804968,0.027019737,44.7,0.080213904,0.030555556,80.5
Gallatin,TN,1153,7.658943466,90.48,4.6875,1.9736,181300,1.002785515,8.693045564,0.031731936,58,0.111061684,0.018691589,94
Maplewood,MN,1156,5.558850788,79.17,6.3433,3.7985,193900,0.884495317,8.688340807,0.032253739,56.9,0.13888356,0.026243094,90
San Bruno,CA,1157,9.133456905,100,2.2581,0.7161,876100,0.724304438,17.39246952,0.037112202,67.2,0.03406326,0.027472527,43
Xenia,OH,1160,4.886005561,78.26,13.1713,4.1313,106900,0.375586854,5.736894164,0.042647334,56.9,0.159364636,0.047097481,124
Urbandale,IA,1162,7.780352178,76.09,2.2007,1.8596,210800,0.380952381,4.459861249,0.031190702,15.9,0.054404285,0.029185433,71
Lancaster,TX,1165,4.632066728,77.78,15.6913,7.879,121300,0.497100249,15.30418251,0.069480627,99.3,0.095031419,0.083475207,80.5
Chester,VA,1168,5.467099166,65.22,8.0302,1.5314,200500,0.0499002,3.724780135,0.024299252,25.4,0.174531521,0.028569931,116.5
Lenoir,NC,1169,7.175162187,100,14.59,2.8595,82600,1.474201474,8.541392904,0.023220339,21.5,0.15082846,0.04361874,136
Penfield,NY,1172,8.341983318,83.33,2.5869,1.6339,187000,0.321888412,2.690829215,0.022582888,15.6,0.036436557,0.031269896,96
Seattle Hill-Silver Firs,WA,1173,7.206672845,87.5,7.9656,1.8372,375800,0.347129506,8.927536232,0.053778606,39.2,0.099286033,0.046067416,82.5
Sonoma,CA,1174,9.047265987,92.86,1.2084,1.4422,646400,0.810979414,11.50595135,0.03011448,68.6,0.044589309,0.011695906,54
Monroe Township,NJ,1177,5.185356812,63.16,1.8351,4.1258,331400,0.21167221,0.698875722,0.012057936,21.7,0.057821782,0.102739726,145
Waxahachie,TX,1178,8.864689527,90.91,7.416,1.8282,151600,0.397350993,10.49562682,0.055369393,50,0.066366292,0.015500639,73
Franconia,VA,1179,5.341056534,88.1,3.2237,2.2193,426600,0.21141649,0.352858151,0.003851383,13.8,0.094023764,0.016086187,77
Brentwood,TN,1181,9.540315107,95.35,0.8475,1.0498,571200,0.545678578,4.961411246,0.02052521,19.2,0.049107603,0.006302521,96
Kannapolis,NC,1182,3.670064875,78.95,9.4574,4.0345,106900,0.469924812,5.632411067,0.034920486,40.2,0.131798008,0.042906121,93
Shelton,CT,1183,7.208526413,80,1.375,0.42,307500,0.457366874,4.627424294,0.01115122,32.9,0.105184582,0.059354839,124
Essex,MD,1184,0.372567192,73.33,29.2375,3.7212,166500,-0.179856115,-1.479289941,0.001711712,57.9,0.20558777,0.077777778,128
Reynoldsburg,OH,1185,3.334569045,66.67,15.0578,5.3106,144600,1.402524544,8.803611738,0.031881051,41.5,0.136085443,0.053791887,84
Brighton,CO,1186,9.113067655,97.22,4.9286,0.7475,264000,0.801832761,14.3847487,0.046159091,95.7,0.063741252,0.017804154,65
Little Elm,TX,1191,9.774791474,96.77,3.2337,3.0152,214600,0.562324274,15.5627356,0.062558248,50,0.041931861,0.011904762,63
Oro Valley,AZ,1192,3.806302132,75,6.6639,1.9282,259300,0.115830116,0.581846393,0.034647127,53.1,0.137513339,0.019619649,92
Waianae,HI,1193,5.784986098,81.25,5.256,1.4648,363100,0.359314538,8.71257485,0.03275957,58.1,0.123265742,0.095238095,113.5
Hagerstown,MD,1196,0.094531974,60,27.5557,13.6964,123200,0.325732899,-0.24291498,0.009147727,106,0.233741059,0.053899846,168.5
Altadena,CA,1197,8.134383689,100,5.3019,0.7076,692800,0.391247645,6.29027309,0.014629042,103.8,0.03510016,0.035353535,72
Wildwood,MO,1198,8.303985171,72.22,5.5483,1.0518,347700,0.578536303,6.656441718,0.033868277,24,0.078717038,0.012214543,87
Richfield,MN,1205,6.922150139,92.11,7.7378,1.6407,193500,0.676378772,2.326811211,0.028475452,63,0.109606705,0.010294118,84
Oakville,MO,1208,7.640407785,73.91,10.2536,1.6149,217500,0.276625173,5.326876513,0.030344828,25.6,0.082295415,0.020179372,91
Mt Laurel Township,NJ,1210,3.907321594,65.38,1.4886,0.5891,211900,0.426540284,0.426540284,0.011675319,35,0.174501184,0.070413437,128
Anthem,AZ,1211,6.676552363,73.53,4.4802,2.1101,332800,0.361881785,5.818759936,0.028016827,83,0.141216821,0.021119324,94
Evesham,NJ,1213,5.100092678,73.91,1.7242,0.6185,275200,0.145560408,1.587301587,0.0153125,41.9,0.139731023,0.072593801,150.5
Rubidoux,CA,1214,7.272474513,60,5.0606,2.519,301900,0.399068839,10.70773744,0.072100033,51.9,0.129192705,0.036525173,86
Dublin,CA,1215,9.555143652,95.24,1.259,0.3475,762300,0.953516091,10.31837916,0.032791552,35.9,0.037542219,0.027681661,49
Fort Lee,NJ,1216,2.02502317,52.94,1.6236,3.1093,519400,-0.172977129,1.963093836,0.01438583,38.9,0.140064103,0.082379863,156
Covington,KY,1218,3.042632067,55.56,13.8012,9.5214,83800,0.23923445,9.973753281,0.044677804,63.3,0.135207377,0.043033545,135.5
Duncanville,TX,1219,8.028730306,87.5,6.9213,3.6519,125200,0.40096231,13.50861287,0.060607029,43.5,0.068738103,0.039037698,73
Trumbull,CT,1223,1.420759963,33.33,9.3334,1.1397,354000,0.169779287,0.226500566,0.004,37.7,0.083908046,0.059931507,157
University City,MO,1228,2.603336423,68.42,2.3807,9.0492,176100,0.170648464,4.634581105,0.032947189,64.3,0.174299065,0.028150134,82
Beavercreek,OH,1229,7.967562558,66.67,3.3766,2.4433,171000,0.766057749,3.888213852,0.035280702,26.5,0.177355158,0.024068051,102
Menomonee Falls,WI,1230,6.875810936,68.42,5.0457,1.4569,221100,0.454338937,3.076923077,0.028000905,28,0.063249572,0.027088036,89
Hurst,TX,1231,8.610750695,95.83,7.8123,2.3443,168200,1.081730769,16.72449688,0.055166468,45.1,0.043691338,0.040001012,59
Brookfield,WI,1233,8.542168675,85.71,2.7437,0.6084,281900,0.570816982,3.868828298,0.028251153,25.5,0.065014746,0.011831338,92
Brighton,NY,1234,8.023169601,90.62,4.2219,1.3281,166700,0.06002401,0.421686747,0.016430714,21.4,0.058743541,0.018518519,93
Oakley,CA,1237,5.324374421,96,7.6325,3.9638,375900,0.481154771,9.783878505,0.032024475,87.7,0.102936483,0.026356589,62
Stow,OH,1239,6.360518999,72,6.7851,4.3529,154700,0.259235256,1.776315789,0.029082094,32.2,0.093553349,0.02690583,91
Commerce City,CO,1242,8.559777572,97.22,7.4003,0.8485,272300,0.702662722,15.67544605,0.050279104,115.4,0.073999676,0.006457903,63
Arnold,MO,1243,2.024096386,82.61,19.8579,2.3513,137500,-0.578452639,3.930461073,0.03312,40.7,0.178088368,0.025316456,79
The Colony,TX,1245,9.915662651,93.55,3.8778,2.4324,184900,0.872885979,16.72979798,0.066652244,36.5,0.035824437,0.006622517,58.5
Windsor Mill,MD,1246,0.16218721,80,33.5507,7.2946,177000,0.169779287,-0.951315053,0.001672316,75.1,0.30121547,0.085840059,111.5
Sun City,AZ,1247,6.382761816,86.73,6.6679,3.641,136100,0.814814815,9.405144695,0.041667891,59.3,0.130509005,0.018927131,52.5
Huber Heights,OH,1249,1.537534754,68.97,23.1193,9.5993,89700,0.447928331,0.899887514,0.032787068,61.8,0.240648511,0.028181418,126
Puyallup,WA,1252,5.849860982,78.26,11.2423,4.5517,268200,0.789177001,8.14516129,0.051748695,47.7,0.117384341,0.04083662,83
Coachella,CA,1254,7.494902688,90,7.3346,1.0215,184900,0.162513543,11.58720579,0.07142239,55.8,0.145922747,0.036764706,86
Howell,NJ,1256,5.772937905,82.61,4.3855,1.3044,311500,0.451467269,3.419654714,0.017518459,45.5,0.095307336,0.147018031,154.5
Paso Robles,CA,1259,8.991658943,84.62,4.4425,4.8852,427900,0.634995296,8.576503426,0.043012386,81.6,0.074797606,0.011764706,96.5
La Quinta,CA,1261,7.104726599,74.47,6.8452,1.4908,398400,0.201207243,3.939472998,0.054487952,51.9,0.119109462,0.035825545,114.5
Roseville,MN,1263,8.526413346,88.24,4.5882,2.8707,222200,0.816696915,6.724303554,0.035247525,33.5,0.103713398,0.017350158,89
Woodinville,WA,1271,8.942539388,97.14,2.5169,2.3982,614200,0.359477124,7.415180133,0.053290459,27,0.04775643,0.025664053,61
San Juan Capistrano,CA,1275,2.646895273,75,2.7778,2.4612,670200,-0.489977728,-0.989806471,0.003691435,33.5,0.057489333,0.04296875,77.5
Wylie,TX,1276,9.594068582,90.32,2.3026,2.6916,198500,0.812595226,14.47520185,0.059617128,50.2,0.03887126,0.005830904,56
West Hollywood,CA,1277,6.728452271,95.24,3.5256,2.3212,693600,0.653025686,6.201194304,0.017182814,117.3,0.057250471,0.019736842,68
Ken Caryl,CO,1279,9.488415199,97.73,5.5576,0.9545,320900,1.039042821,17.63196481,0.046310377,56.3,0.028284182,0.002110399,55
Pleasant Hill,CA,1280,9.613531047,100,1.7273,0.4757,650300,0.790452573,8.691291994,0.028565278,48.5,0.0467007,0.028340081,51.5
Fairborn,OH,1281,3.571825765,81.82,23.7151,6.1342,94100,0.426894344,4.208194906,0.033857598,41.6,0.237862177,0.040329218,113
Alliance,OH,1284,2.631139944,77.78,10.5682,4.7275,79000,0.253807107,-1.863354037,0.021265823,36.7,0.16193312,0.036775106,107
Lutherville Timonium,MD,1287,5.220574606,85.19,2.7255,1.5298,344300,0.116312882,0.437572929,0.006595992,19.4,0.066106443,0.038135593,86
Los Gatos,CA,1290,9.372567192,100,2.4473,0.5085,1696600,0.634675841,12.35761589,0.032873394,73.2,0.010139978,0,51
Bullhead City,AZ,1291,2.388322521,80,9.2248,3.7126,158700,0.126182965,2.985074627,0.017391304,61.1,0.179462562,0.030521239,119
Rome,NY,1295,0.481927711,86.67,10.6731,5.2878,78400,-0.507614213,-4.039167687,0.014591837,66.2,0.153078556,0.073509015,136
Upper Arlington,OH,1297,9.240037071,93.94,1.8302,0.7806,363800,0.803546689,5.755813953,0.033122595,38,0.064551334,0.010432747,66.5
Barstow,CA,1304,2.248378128,66.67,21.7783,7.2962,93400,1.52173913,0.755124056,0.050695931,82.7,0.393316195,0.04388422,106.5
Sanger,CA,1305,5.354958295,100,16.9592,3.2527,192800,0.10384216,8.132361189,0.04151971,84.7,0.179374817,0.029315961,83
Fuquay Varina,NC,1309,6.286376274,72.73,3.6293,3.7228,206300,0.194269063,4.880528724,0.038293747,34.3,0.068616134,0.026168224,84
Lemoore,CA,1310,3.644114921,87.5,23.2412,6.4839,193300,1.204188482,6.442731278,0.085514744,47.9,0.250884529,0.023076923,69
Norristown,PA,1313,0.044485635,57.14,30.4627,10.3581,119500,-0.582362729,0,0.015456067,104.2,0.187035787,0.068592058,109
Dublin,OH,1314,8.203892493,88.89,4.087,1.6156,345800,0.46484602,3.409090909,0.026703297,20.9,0.095192184,0.015719287,99
Elizabethton,TN,1315,3.155699722,89.29,7.885,6.1816,95300,-0.104821803,-2.556237219,0.025645331,26.5,0.160363636,0.01814059,134
Tehachapi,CA,1317,5.329008341,66.67,7.262,6.1088,224600,0.402324542,6.34469697,0.049252004,73.8,0.199784308,0.02294197,117
Lacey,WA,1318,3.201112141,61.54,9.365,4.9636,220800,0.592255125,7.080504365,0.03504529,50.1,0.142219509,0.035689117,68.5
Merrick,NY,1319,9.516218721,100,1.7436,1.0715,486700,0.975103734,5.804347826,0.021173207,13.3,0.042676681,0.096,174.5
Arlington,WA,1320,4.125115848,90.62,8.9863,3.0546,294700,0.204012241,7.51550529,0.048120122,44.6,0.131326073,0.063414634,76
Cumberland,RI,1323,5.541241891,83.33,3.799,4.1076,243700,1.12033195,3.044397463,0.036700862,38.7,0.125477178,0.044973545,96
Westlake,OH,1325,6.040778499,60,8.468,1.1754,245200,0.040799674,5.735230703,0.039698206,21.7,0.078297872,0.023913043,145
Coventry,RI,1326,4.237256719,78.57,6.4,3.4141,209100,0.528846154,4.133466135,0.034308943,39.7,0.165514787,0.046369117,104
Ceres,CA,1327,3.581093605,63.64,12.0759,4.7176,223000,0.950656406,11.00049776,0.059107623,64.8,0.170034052,0.044058745,64
Jacksonville,AR,1330,1.206672845,75,8.2751,5.0698,91000,0.220264317,-1.727861771,0.021516484,50.1,0.19649206,0.041013269,109
Englewood,CO,1331,9.791473587,94.44,1.2664,1.0357,286300,0.491400491,15.95787768,0.050227035,40.9,0.046508223,0.007627147,60.5
La Vergne,TN,1333,5.233549583,79.31,11.354,8.2857,141600,0.639658849,8.174178762,0.029548023,110.4,0.079796563,0.026373626,85
Hickory,NC,1336,6.15291937,75.86,5.9592,3.6319,125700,0.319233839,4.142502071,0.032824185,18.8,0.104782175,0.033400496,116.5
Batavia,OH,1338,2.079703429,53.33,20.7344,5.7929,149500,0.201072386,4.691876751,0.032869565,48.9,0.167979895,0.016153653,100
Lima,OH,1340,2.917516219,50,18.6562,6.7394,49500,0.20242915,8.791208791,0.036505051,52.8,0.17720948,0.035993893,112
Burleson,TX,1341,9.193697868,91.3,4.3736,3.7781,149400,0.538358008,15.10015408,0.058373494,44.7,0.057752604,0.014010508,69
Papillion,NE,1344,9.354958295,97.14,2.5302,3.0627,211100,0.523809524,2.326708677,0.034163903,17.3,0.064175497,0.020938867,84
Paine Field-Lake Stickney,WA,1348,3.570898981,90.91,10.3262,5.6192,284700,0.565171318,9.164110429,0.058141904,49.1,0.212112755,0.047368421,56
Mount Vernon,VA,1349,4.355885079,90,11.7977,2.654,369400,0.217037439,1.595159516,0.007996751,29,0.145528455,0.025139665,82.5
Dover,DE,1356,0.884151993,61.54,4.3421,2.6729,156600,-0.381679389,0.384615385,0.011743295,79,0.202251498,0.086852014,123
Northglenn,CO,1357,9.590361446,97.44,5.7895,0.7365,243900,0.91021928,16.03235014,0.050073801,48,0.050404313,0.002673797,57.5
Farmington,MN,1358,4.377201112,75,16.42,1.8665,229700,0.525164114,5.463728191,0.038067044,94.7,0.13008596,0.017621145,86.5
North Huntingdon,PA,1361,5.179796108,100,10.4305,2.6706,136800,0.21978022,-1.227436823,0.012163743,19.9,0.096918864,0.037748379,92.5
Santa Paula,CA,1363,9.447636701,100,4.2735,1.7119,387000,0.755011716,7.589658048,0.042100775,40.3,0.11767101,0.031141869,79
Inver Grove Heights,MN,1364,5.058387396,83.33,15.725,1.6926,207300,0.533462658,2.471576866,0.028996623,71.4,0.107244601,0.015756756,95
Warren,OH,1367,0.298424467,76.74,7.0626,4.6627,37300,0,-4.846938776,0.004718499,71.3,0.241607101,0.058680418,101
Madison,AL,1372,6.578313253,65.96,5.4258,2.8297,194700,-0.051334702,2.473684211,0.043636364,38.8,0.123520988,0.014912867,118.5
Rohnert Park,CA,1375,8.177015755,90.48,5.9842,1.6084,449500,0.626818894,8.548659744,0.025190211,63.6,0.064845024,0.01572327,53
Reedley,CA,1378,3.649675626,71.43,10.3854,1.933,178000,0.281690141,4.582843713,0.025303371,55.4,0.199623352,0.035849057,83
Halethorpe,MD,1383,0.183503244,80,23.6184,5.2172,184600,0.162778079,-1.651571657,-0.001430119,50.4,0.213196951,0.05738476,92
Andover,MN,1384,4.99536608,77.78,14.8805,2.0762,248400,0.729927007,4.282115869,0.032753623,51.2,0.098084371,0.019210245,90
Troy,OH,1385,4.519925857,81.4,3.2669,6.1243,130100,0.153964588,1.640625,0.036233666,28.8,0.111890448,0.025373134,87
Rancho Palos Verdes,CA,1386,8.395736793,100,1.4172,1.4064,1191200,0.311578947,3.062813636,0.004992445,86.4,0.023317347,0.035460993,80
Garfield,NJ,1391,1.928637627,70,2.8286,8.6835,291700,0,2.458728486,0.014494344,42.7,0.205951819,0.121559633,149
Manalapan,NJ,1392,6.575532901,69.23,2.3097,0.4309,418100,0.480653689,0.577339427,0.009830184,23.3,0.066489669,0.105902778,138.5
Keizer,OR,1394,4.489341983,89.47,20.5092,8.6219,212500,0.710900474,10.27503892,0.056442353,56,0.09829568,0.054435484,88
Perrysburg,OH,1396,5.805375348,77.78,5.9464,0.8719,178700,0.280583614,1.707455891,0.027481813,45,0.095373822,0.016091954,83
Newington,CT,1398,3.610750695,77.78,3.1832,0.4786,201300,-0.494315373,-0.445103858,0.001470442,33.1,0.152509339,0.034078807,103
Westerville,OH,1400,8.25115848,88,4.4765,2.133,216100,0.745920746,5.466081015,0.032364646,15.8,0.090504801,0.018570286,62.5
Prescott Valley,AZ,1401,7.298424467,87.18,6.8169,4.1719,210100,0.57443753,9.029579657,0.017643979,57.1,0.082484421,0.020426938,84
El Dorado Hills,CA,1402,7.951807229,93.75,3.0056,1.4411,554300,0.289487968,3.937746109,0.042628541,95.4,0.060114778,0.035799523,95
Selma,CA,1403,6.603336423,66.67,5.4739,1.8919,173600,0.696055684,10.22222222,0.043352535,63.6,0.202094647,0.049904031,83
North Ridgeville,OH,1404,2.268767377,88.89,9.4284,2.5976,153400,0.065231572,1.656726309,0.024837027,34.2,0.1254897,0.054380665,78
North Royalton,OH,1405,5.636700649,62.5,8.2144,3.509,184100,0.217746326,0.766283525,0.027724063,34.4,0.084345836,0.027139875,117
Irmo,SC,1406,2.076923077,66.67,19.266,3.2307,137400,0.881057269,2.921348315,0.034672489,61.7,0.178676668,0.06071964,109
Willingboro,NJ,1407,1.468952734,75,5,1.8817,141700,-0.140944327,0.425230333,0.010804517,101,0.325325145,0.188228762,150.5
Parkville,MD,1412,0.198331789,75,19.3464,4.8552,177700,-0.280583614,-2.843083652,-0.00374789,55.5,0.16027088,0.054171181,104
Lawndale,CA,1415,4.430954588,100,14.359,5.0294,440100,0.387773723,7.947019868,0.020506703,74.8,0.093333333,0.057142857,76
Ballwin,MO,1416,8.351251158,73.33,4.7915,1.3904,245700,0.490797546,6.919060052,0.035201465,30.7,0.068212418,0.011771709,68.5
Battle Ground,WA,1417,8.375347544,96.55,6.1026,2.8746,308700,0.750652742,11.04316547,0.042912213,39.7,0.053476912,0.058020478,87
Sykesville,MD,1419,2.058387396,96.43,8.1567,5.0979,342600,0.02919708,0.557675374,0.005528313,50,0.081843364,0.038461538,123
Security-Widefield,CO,1421,6.176088971,87.23,8.2117,3.1281,181400,0.665926748,6.517909571,0.032364939,79.5,0.143511933,0.016519824,72
Ridgecrest,CA,1423,2.521779425,66.67,12.4977,4.3031,155900,0.064184852,3.933333333,0.045169981,95.1,0.297818079,0.027592769,107
Atascadero,CA,1429,9.171455051,84.62,1.7457,0.9705,461200,0.654735923,7.255813953,0.043282741,55.7,0.059028585,0.035433071,82.5
Middletown Township,PA,1431,5.431881372,87.5,5.7365,2.7242,284300,-0.175561798,-0.733240223,0.004312346,20.6,0.076440177,0.036231884,115.5
Oakdale,CA,1432,5.937905468,90.48,10.5962,3.471,280700,0.609318996,8.378378378,0.053640898,61.6,0.10929803,0.030985915,73
Drexel Heights,AZ,1434,1.790546803,75,29.053,8.4808,130300,0.773395205,3.824701195,0.051504221,99.8,0.244639376,0.044621514,82
Sylvania,OH,1436,8.966635774,100,2.1497,0.5609,175100,0.171624714,1.507246377,0.026630497,29.3,0.108816978,0.024156965,108
El Mirage,AZ,1437,2.820203892,76,12.1587,5.0262,143800,0.770847933,9.353612167,0.039311544,103.5,0.23277291,0.03051882,58.5
Moorpark,CA,1443,8.738646895,100,5.0608,2.2233,597900,0.707427994,4.127481714,0.034457267,50.4,0.059132958,0.015337423,67
Nottingham,MD,1444,1.907321594,78.95,17.0231,2.578,220100,0,-0.362154821,0.003784643,35.5,0.153224683,0.039090909,108.5
Banning,CA,1448,7.908248378,100,10.7075,1.9485,200800,0.601202405,7.783145464,0.056354582,51.1,0.153297683,0.025193798,89
Baldwin,NY,1449,4.2557924,100,5.6303,2.9568,366500,0.301039956,3.297632469,0.013560709,32.4,0.137226874,0.21875,171
San Dimas,CA,1451,7.592215014,70,2.5758,1.1901,556600,0.578243585,7.597138991,0.018205174,87.9,0.048095339,0.017699115,70
North Olmsted,OH,1452,3.582020389,77.78,5.1716,2.7123,137700,-0.289645185,2.303120357,0.031002179,35.5,0.108153587,0.02970297,73.5
Naugatuck,CT,1464,0.353104727,50,11.2274,0.6303,155500,-0.448143406,-5.47112462,0.000971061,63.1,0.285229407,0.06503722,117.5
Bristow,VA,1465,4.15291937,70,4.6913,1.5814,429800,0.25658969,2.995446921,0.009048395,16.6,0.136734029,0.021454112,96
McMinnville,OR,1466,6.421686747,96,8.5417,8.4062,229400,1.057268722,12.34084231,0.043761988,54.7,0.09583571,0.026785714,84.5
Milford,OH,1470,3.983317887,76.92,14.2564,3.1411,156600,0.320307495,4.959785523,0.031245211,42,0.141272903,0.028441411,91
Dinuba,CA,1471,7.62094532,100,14.951,3.1337,169600,0.295683028,9.207984546,0.058372642,55.1,0.154907371,0.03562341,89
New City,NY,1475,6.055607044,89.47,2.79,2.4524,430200,-0.0232396,2.771141902,0.012282659,24.1,0.083199033,0.138014528,157
Redmond,OR,1479,3.373493976,80,10.2919,5.6932,230600,0.304480209,11.67070218,0.005815265,78.9,0.078522505,0.028037383,81
Pickerington,OH,1486,4.786839666,87.5,9.9586,3.8969,191000,0.31512605,4.485776805,0.029465969,34.8,0.090191388,0.023872679,87.5
Reisterstown,MD,1488,0.887859129,58.33,17.7468,1.6298,235000,0.213219616,0.642398287,0.006255319,49.3,0.175816993,0.05669145,115
Farmers Branch,TX,1491,9.800741427,87.5,1.8686,3.5663,172100,1.175778954,15.9703504,0.056443928,39.3,0.05370844,0.005291005,64
Johnston,RI,1493,2.949026877,57.14,8.8434,3.5751,194600,0.724637681,4.064171123,0.03889517,44.9,0.18859928,0.059550562,99.5
Chili,NY,1494,2.436515292,75,13.2984,6.2351,133600,0.149925037,0.3003003,0.016571856,24.7,0.044674679,0.0896796,105
West Warwick,RI,1495,2.581093605,58.33,7.75,4.6573,166700,0.482218204,5.841269841,0.040353929,44.2,0.2277519,0.048439182,94
Wildomar,CA,1496,5.307692308,82.35,9.4848,6.9729,342600,0.380896572,5.28580209,0.055119673,67.3,0.130907116,0.045643154,86.5
Long Branch,NJ,1500,1.913809082,61.54,2.5,1.6357,320700,-0.155666252,-1.353429714,0.004611787,51.4,0.137896494,0.150121065,169
Garfield Heights,OH,1503,0.165894347,81.82,17.5152,9.9961,61900,-0.801282051,-0.482315113,0.022471729,113.2,0.372614504,0.060819462,115
South Lake Tahoe,CA,1508,7.622798888,84,4.8878,2.366,366800,0.90784044,7.660698562,0.054847328,55.9,0.088717015,0.056410256,114
Abingdon,MD,1511,0.445783133,61.11,18.1171,7.7514,228900,0.394736842,2.005347594,0.009134993,51,0.202294943,0.049019608,134
Town of Pittsford,NY,1514,7.37905468,92.31,4.7581,0.7692,250900,-0.515463918,-1.41453831,0.00938621,15.8,0.039909881,0.028225806,109
Brooklyn Center,MN,1515,1.331788693,82.61,14.4862,7.628,144600,1.118881119,1.97461213,0.026763485,110.6,0.210190593,0.028071305,76
Oak Ridge,TN,1518,2.047265987,78.57,11.6862,8.2009,112000,0,-1.147396293,0.023723214,44.3,0.168972332,0.026315789,142
Picnic Point-North Lynnwood,WA,1521,7.391102873,89.47,7.4144,2.5357,356300,0.479413424,8.067940552,0.057213023,39.2,0.148836216,0.022955524,67.5
Shingle Springs,CA,1522,8.492122335,84.21,3.7821,0.9274,387400,0.362694301,5.731441048,0.050051626,81.2,0.070649209,0.015444015,95.5
Galloway,NJ,1523,0.494902688,71.43,18.0475,3.0596,157100,0.319284802,-0.632511069,-0.021941439,59.9,0.292318552,0.143107244,173
Town of Niskayuna,NY,1524,4.224281742,87.5,2.3158,2.3646,232600,-0.428082192,0.823580407,0.013271711,30.3,0.100053986,0.050359712,125
Keller,TX,1529,9.509731233,98,2.3809,0.6131,339600,0.354609929,12.22736286,0.054478799,34.8,0.042889712,0.003322259,66
Long Beach,NY,1530,7.278035218,76.92,1.3496,0.8251,499200,1.011736139,4.588309239,0.017281651,26.7,0.078714623,0.078651685,172
Northampton Township,PA,1531,5.143651529,66.67,8.9583,2.609,370100,-0.027012426,1.092597651,0.011556336,20,0.072181093,0.031558185,111.5
Bristol Township,PA,1534,0.440222428,93.75,21.4804,2.6636,171600,0.116686114,-2.610669694,0.011800699,69.5,0.160499331,0.097222222,120
Laguna Hills,CA,1536,5.912882298,69.23,6.8931,2.4154,691800,0.684034347,7.706679122,0.018142527,52.1,0.046871166,0.02617801,97.5
